"CategoryID",Category Name,CodeSonar Class Mnemonic,CodeSonar Class Name,"RelationshipType (categoryto class)"
CWE:1,Location,ALLOC.SIZE.ADDOFLOW,"Addition Overflow of AllocationSize","hierarchyancestor"
CWE:1,Location,MISC.MEM.SIZE.ADDOFLOW,Addition Overflow of Size,"hierarchyancestor"
CWE:1,Location,LANG.STRUCT.CONDASSIG,Assignment in Conditional,"hierarchyancestor"
CWE:1,Location,"CONCURRENCY.STARVE.BLOCKING",Blocking in Critical Section,"hierarchyancestor"
CWE:1,Location,LANG.MEM.BO,Buffer Overrun,"hierarchyancestor"
CWE:1,Location,LANG.MEM.BU,Buffer Underrun,"hierarchyancestor"
CWE:1,Location,LANG.CAST.VALUE,Cast Alters Value,"hierarchyancestor"
CWE:1,Location,LANG.CAST.PC.CRCQ,Cast Removes const Qualifier,"hierarchyancestor"
CWE:1,Location,LANG.CAST.PC.CRVQ,Cast Removes volatile Qualifier,"hierarchyancestor"
CWE:1,Location,LANG.CAST.PC.AV,"Cast: Arithmetic Type/VoidPointer","hierarchyancestor"
CWE:1,Location,LANG.CAST.PC.AO,"Cast: Non-integer ArithmeticType/Object Pointer","hierarchyancestor"
CWE:1,Location,LANG.CAST.PC.OBJ,Cast: Object Pointers,"hierarchyancestor"
CWE:1,Location,LANG.CAST.COERCE,Coercion Alters Value,"hierarchyancestor"
CWE:1,Location,IO.INJ.COMMAND,Command Injection,"hierarchyancestor"
CWE:1,Location,LANG.COMM.TODO,"Comment Suggests CodeUnfinished","hierarchyancestor"
CWE:1,Location,LANG.COMM.CODE,Commented-out Code,"hierarchyancestor"
CWE:1,Location,CONCURRENCY.LOCK.ORDER,Conflicting Lock Order,"hierarchyancestor"
CWE:1,Location,LANG.CAST.PC.FN2DATA,Conversion from Function Pointer,"hierarchyancestor"
CWE:1,Location,LANG.CAST.PC.DATA2FN,Conversion to Function Pointer,"hierarchyancestor"
CWE:1,Location,LANG.CAST.PC.INC,"Conversion: Pointer toIncomplete","hierarchyancestor"
CWE:1,Location,LANG.CAST.PC.INT,Conversion: Pointer/Integer,"hierarchyancestor"
CWE:1,Location,LANG.CAST.PC.PV,"Conversion: Void Pointer toObject Pointer","hierarchyancestor"
CWE:1,Location,LANG.CAST.FN,Dangerous Function Cast,"hierarchyancestor"
CWE:1,Location,CONCURRENCY.DATARACE,Data Race,"hierarchyancestor"
CWE:1,Location,CONCURRENCY.DEADLOCK,Deadlock,"hierarchyancestor"
CWE:1,Location,LANG.ARITH.DIVZERO,Division By Zero,"hierarchyancestor"
CWE:1,Location,ALLOC.DF,Double Free,"hierarchyancestor"
CWE:1,Location,ALLOC.DI,Double Initialization,"hierarchyancestor"
CWE:1,Location,CONCURRENCY.DL,Double Lock,"hierarchyancestor"
CWE:1,Location,CONCURRENCY.DU,Double Unlock,"hierarchyancestor"
CWE:1,Location,LANG.STRUCT.EBS,Empty Branch Statement,"hierarchyancestor"
CWE:1,Location,LANG.STRUCT.EBS,Empty for Statement,"hierarchyancestor"
CWE:1,Location,LANG.STRUCT.EBS,Empty if Statement,"hierarchyancestor"
CWE:1,Location,LANG.STRUCT.EBS,Empty switch Statement,"hierarchyancestor"
CWE:1,Location,LANG.STRUCT.EBS,Empty while Statement,"hierarchyancestor"
CWE:1,Location,MISC.CRYPTO.NOPAD,Encryption without Padding,"hierarchyancestor"
CWE:1,Location,LANG.STRUCT.CALLSTACK,Excessive Stack Depth,"hierarchyancestor"
CWE:1,Location,LANG.TYPE.AWID,"Expression Value Widened byAssignment","hierarchyancestor"
CWE:1,Location,LANG.TYPE.OWID,"Expression Value Widened byOther Operand","hierarchyancestor"
CWE:1,Location,IO.RACE,File System Race Condition,"hierarchyancestor"
CWE:1,Location,MISC.FMT,Format String,"hierarchyancestor"
CWE:1,Location,IO.INJ.FMT,Format String Injection,"hierarchyancestor"
CWE:1,Location,ALLOC.FNH,Free Non-Heap Variable,"hierarchyancestor"
CWE:1,Location,ALLOC.FNP,Free Null Pointer,"hierarchyancestor"
CWE:1,Location,ALLOC.TM,"GlobalHandle on GMEM_FIXEDMemory","hierarchyancestor"
CWE:1,Location,ALLOC.TM,"GlobalLock on GMEM_FIXEDMemory","hierarchyancestor"
CWE:1,Location,ALLOC.TM,"GlobalUnlock on GMEM_FIXEDMemory","hierarchyancestor"
CWE:1,Location,HARDCODED.AUTH,Hardcoded Authentication,"hierarchyancestor"
CWE:1,Location,HARDCODED.KEY,Hardcoded Crypto Key,"hierarchyancestor"
CWE:1,Location,HARDCODED.SALT,Hardcoded Crypto Salt,"hierarchyancestor"
CWE:1,Location,LANG.STRUCT.LOOP.HR,High Risk Loop,"hierarchyancestor"
CWE:1,Location,LANG.FUNCS.IRV,Ignored Return Value,"hierarchyancestor"
CWE:1,Location,LANG.STRUCT.DECL.IMPFN,Implicit Function Declaration,"hierarchyancestor"
CWE:1,Location,LANG.TYPE.IAT,Inappropriate Assignment Type,"hierarchyancestor"
CWE:1,Location,LANG.TYPE.ICTE,"Inappropriate Cast Type:Expression","hierarchyancestor"
CWE:1,Location,ALLOC.SIZE.IOFLOW,"Integer Overflow of AllocationSize","hierarchyancestor"
CWE:1,Location,IO.INJ.LDAP,LDAP Injection,"hierarchyancestor"
CWE:1,Location,ALLOC.LEAK,Leak,"hierarchyancestor"
CWE:1,Location,LANG.STRUCT.DBG,Leftover Debug Code,"hierarchyancestor"
CWE:1,Location,IO.INJ.LIB,Library Injection,"hierarchyancestor"
CWE:1,Location,ALLOC.TM,"LocalHandle on LMEM_FIXEDMemory","hierarchyancestor"
CWE:1,Location,ALLOC.TM,"LocalLock on LMEM_FIXEDMemory","hierarchyancestor"
CWE:1,Location,ALLOC.TM,"LocalUnlock on LMEM_FIXEDMemory","hierarchyancestor"
CWE:1,Location,CONCURRENCY.LOCK.TWICE,Locked Twice,"hierarchyancestor"
CWE:1,Location,MISC.PATHLENGTH,MAX_PATH Exceeded,"hierarchyancestor"
CWE:1,Location,ALLOC.MO,Misaligned Object,"hierarchyancestor"
CWE:1,Location,LANG.TYPE.MOT,Mismatched Operand Types,"hierarchyancestor"
CWE:1,Location,LANG.STRUCT.INIT.MBI,Missing Braces in Initialization,"hierarchyancestor"
CWE:1,Location,CONCURRENCY.LOCK.NOLOCK,Missing Lock Acquisition,"hierarchyancestor"
CWE:1,Location,"CONCURRENCY.LOCK.NOUNLOCK",Missing Lock Release,"hierarchyancestor"
CWE:1,Location,LANG.STRUCT.SW.MB,Missing break,"hierarchyancestor"
CWE:1,Location,LANG.STRUCT.SW.MD,Missing default,"hierarchyancestor"
CWE:1,Location,LANG.STRUCT.LOOP.NOTERM,Missing for-loop Termination,"hierarchyancestor"
CWE:1,Location,ALLOC.SIZE.MULOFLOW,"Multiplication Overflow ofAllocation Size","hierarchyancestor"
CWE:1,Location,MISC.MEM.SIZE.MULOFLOW,Multiplication Overflow of Size,"hierarchyancestor"
CWE:1,Location,MISC.NEGCHAR,Negative Character Value,"hierarchyancestor"
CWE:1,Location,LANG.ARITH.NEGSHIFT,Negative Shift Amount,"hierarchyancestor"
CWE:1,Location,IO.NEGFD,Negative file descriptor,"hierarchyancestor"
CWE:1,Location,CONCURRENCY.LOCK.NESTED,Nested Locks,"hierarchyancestor"
CWE:1,Location,MISC.MEM.NTERM,No Space For Null Terminator,"hierarchyancestor"
CWE:1,Location,LANG.MEM.NPD,Null Pointer Dereference,"hierarchyancestor"
CWE:1,Location,MISC.NULLDACL,Null Security Descriptor,"hierarchyancestor"
CWE:1,Location,LANG.STRUCT.INIT.OIE,Over-initialized Element,"hierarchyancestor"
CWE:1,Location,MISC.MEM.OR,Overlapping Memory Regions,"hierarchyancestor"
CWE:1,Location,LANG.STRUCT.INIT.PIAGG,Partially Uninitialized Aggregate,"hierarchyancestor"
CWE:1,Location,LANG.STRUCT.INIT.PIARR,Partially Uninitialized Array,"hierarchyancestor"
CWE:1,Location,MISC.PWD.PLAIN,Plaintext Storage of Password,"hierarchyancestor"
CWE:1,Location,LANG.STRUCT.PBB,"Pointer Before Beginning ofObject","hierarchyancestor"
CWE:1,Location,LANG.STRUCT.PPE,Pointer Past End of Object,"hierarchyancestor"
CWE:1,Location,ALLOC.TM,Pool Mismatch,"hierarchyancestor"
CWE:1,Location,LANG.STRUCT.LOOP.UB,Potential Unbounded Loop,"hierarchyancestor"
CWE:1,Location,LANG.STRUCT.RC,Redundant Condition,"hierarchyancestor"
CWE:1,Location,ALLOC.RPF,Return Pointer to Freed,"hierarchyancestor"
CWE:1,Location,LANG.STRUCT.RPL,Return Pointer to Local,"hierarchyancestor"
CWE:1,Location,IO.INJ.SQL,SQL Injection,"hierarchyancestor"
CWE:1,Location,LANG.STRUCT.SCOPE.FILE,Scope Could Be File Static,"hierarchyancestor"
CWE:1,Location,LANG.STRUCT.SCOPE.LOCAL,Scope Could Be Local Static,"hierarchyancestor"
CWE:1,Location,LANG.ARITH.BIGSHIFT,Shift Amount Exceeds Bit Width,"hierarchyancestor"
CWE:1,Location,IO.SOCK.STATE,Socket In Wrong State,"hierarchyancestor"
CWE:1,Location,ALLOC.SIZE.SUBUFLOW,"Subtraction Underflow ofAllocation Size","hierarchyancestor"
CWE:1,Location,MISC.MEM.SIZE.SUBUFLOW,Subtraction Underflow of Size,"hierarchyancestor"
CWE:1,Location,IO.TAINT.SIZE,Tainted Allocation Size,"hierarchyancestor"
CWE:1,Location,LANG.MEM.TBA,Tainted Buffer Access,"hierarchyancestor"
CWE:1,Location,IO.TAINT.CONF,Tainted Configuration Setting,"hierarchyancestor"
CWE:1,Location,IO.TAINT.FNAME,Tainted Filename,"hierarchyancestor"
CWE:1,Location,IO.TAINT.ADDR,Tainted Network Address,"hierarchyancestor"
CWE:1,Location,IO.TAINT.WRITE,Tainted Write,"hierarchyancestor"
CWE:1,Location,ALLOC.SIZE.TRUNC,Truncation of Allocation Size,"hierarchyancestor"
CWE:1,Location,MISC.MEM.SIZE.TRUNC,Truncation of Size,"hierarchyancestor"
CWE:1,Location,CONCURRENCY.TL,Try-lock that will never succeed,"hierarchyancestor"
CWE:1,Location,LANG.MEM.TO,Type Overrun,"hierarchyancestor"
CWE:1,Location,LANG.MEM.TU,Type Underrun,"hierarchyancestor"
CWE:1,Location,LANG.STRUCT.UPD,"Unchecked ParameterDereference","hierarchyancestor"
CWE:1,Location,LANG.MEM.UVAR,Uninitialized Variable,"hierarchyancestor"
CWE:1,Location,"CONCURRENCY.LOCK.UNKNOWN",Unknown Lock,"hierarchyancestor"
CWE:1,Location,LANG.STRUCT.UC,Unreachable Call,"hierarchyancestor"
CWE:1,Location,LANG.STRUCT.UC,Unreachable Computation,"hierarchyancestor"
CWE:1,Location,LANG.STRUCT.UC,Unreachable Conditional,"hierarchyancestor"
CWE:1,Location,LANG.STRUCT.UC,Unreachable Control Flow,"hierarchyancestor"
CWE:1,Location,LANG.STRUCT.UC,Unreachable Data Flow,"hierarchyancestor"
CWE:1,Location,MISC.MEM.SIZE.BAD,Unreasonable Size Argument,"hierarchyancestor"
CWE:1,Location,MISC.MEM.NTERM.CSTRING,Unterminated C String,"hierarchyancestor"
CWE:1,Location,LANG.STRUCT.UULABEL,Unused Label,"hierarchyancestor"
CWE:1,Location,LANG.STRUCT.UUMACRO,Unused Macro,"hierarchyancestor"
CWE:1,Location,LANG.STRUCT.UUPARAM,Unused Parameter,"hierarchyancestor"
CWE:1,Location,LANG.STRUCT.UUTAG,Unused Tag,"hierarchyancestor"
CWE:1,Location,LANG.STRUCT.UUTYPE,Unused Type,"hierarchyancestor"
CWE:1,Location,LANG.STRUCT.UUVAL,Unused Value,"hierarchyancestor"
CWE:1,Location,IO.UAC,Use After Close,"hierarchyancestor"
CWE:1,Location,ALLOC.UAF,Use After Free,"hierarchyancestor"
CWE:1,Location,BADFUNC.FENV_H,"Use of <fenv.h> ExceptionHandling Function","hierarchyancestor"
CWE:1,Location,LANG.PREPROC.INCL.SIGNAL_H,Use of <signal.h>,"hierarchyancestor"
CWE:1,Location,BADFUNC.STDIO_H,Use of <stdio.h> Input/Output,"hierarchyancestor"
CWE:1,Location,LANG.PREPROC.INCL.TGMATH_H,Use of <tgmath.h>,"hierarchyancestor"
CWE:1,Location,BADFUNC.TIME_H,"Use of <time.h> Time/DateFunction","hierarchyancestor"
CWE:1,Location,BADFUNC.WCHAR_H,Use of <wchar.h> Input/Output,"hierarchyancestor"
CWE:1,Location,BADFUNC.ADDACCESSACE,Use of AddAccessAllowedAce,"hierarchyancestor"
CWE:1,Location,BADFUNC.ADDACCESSACE,Use of AddAccessDeniedAce,"hierarchyancestor"
CWE:1,Location,BADFUNC.AFXPARSEURL,Use of AfxParseURL,"hierarchyancestor"
CWE:1,Location,"BADFUNC.PATH.COLOADLIBRARY",Use of CoLoadLibrary,"hierarchyancestor"
CWE:1,Location,BADFUNC.CREATEFILE,Use of CreateFile,"hierarchyancestor"
CWE:1,Location,BADFUNC.CREATEPROCESS,Use of CreateProcess,"hierarchyancestor"
CWE:1,Location,BADFUNC.CREATETHREAD,Use of CreateThread,"hierarchyancestor"
CWE:1,Location,BADFUNC.FORMATMESSAGE,Use of FormatMessage,"hierarchyancestor"
CWE:1,Location,"BADFUNC.TEMP.GETTEMPFILENAME",Use of GetTempFileName,"hierarchyancestor"
CWE:1,Location,BADFUNC.PATH.LOADLIBRARY,Use of LoadLibrary,"hierarchyancestor"
CWE:1,Location,BADFUNC.LOADMODULE,Use of LoadModule,"hierarchyancestor"
CWE:1,Location,BADFUNC.MOVEFILE,Use of MoveFile,"hierarchyancestor"
CWE:1,Location,BADFUNC.BO.OEMTOCHAR,Use of OemToAnsi,"hierarchyancestor"
CWE:1,Location,BADFUNC.BO.OEMTOCHAR,Use of OemToChar,"hierarchyancestor"
CWE:1,Location,"BADFUNC.PATH.SHCREATEPROCESSASUSERW","Use ofSHCreateProcessAsUserW","hierarchyancestor"
CWE:1,Location,IO.SOCK.REUSE,Use of SO_REUSEADDR,"hierarchyancestor"
CWE:1,Location,BADFUNC.PATH.SHELLEXECUTE,Use of ShellExecute,"hierarchyancestor"
CWE:1,Location,BADFUNC.BO.STRCATCHAINW,Use of StrCatChainW,"hierarchyancestor"
CWE:1,Location,BADFUNC.WINEXEC,Use of WinExec,"hierarchyancestor"
CWE:1,Location,BADFUNC.PATH._EXEC,Use of _exec,"hierarchyancestor"
CWE:1,Location,BADFUNC.PATH._SPAWN,Use of _spawn,"hierarchyancestor"
CWE:1,Location,BADFUNC.ABORT,Use of abort,"hierarchyancestor"
CWE:1,Location,BADFUNC.ATOF,Use of atof,"hierarchyancestor"
CWE:1,Location,BADFUNC.ATOI,Use of atoi,"hierarchyancestor"
CWE:1,Location,BADFUNC.ATOL,Use of atol,"hierarchyancestor"
CWE:1,Location,BADFUNC.ATOLL,Use of atoll,"hierarchyancestor"
CWE:1,Location,BADFUNC.BSEARCH,Use of bsearch,"hierarchyancestor"
CWE:1,Location,BADFUNC.CATOPEN,Use of catopen,"hierarchyancestor"
CWE:1,Location,BADFUNC.CHROOT,Use of chroot,"hierarchyancestor"
CWE:1,Location,BADFUNC.CRYPT,Use of crypt,"hierarchyancestor"
CWE:1,Location,BADFUNC.PATH.EXECLP,Use of execlp,"hierarchyancestor"
CWE:1,Location,BADFUNC.PATH.EXECVP,Use of execvp,"hierarchyancestor"
CWE:1,Location,BADFUNC.EXIT,Use of exit,"hierarchyancestor"
CWE:1,Location,BADFUNC.GETENV,Use of getenv,"hierarchyancestor"
CWE:1,Location,BADFUNC.GETLOGIN,Use of getlogin,"hierarchyancestor"
CWE:1,Location,BADFUNC.BO.GETOPT,Use of getopt,"hierarchyancestor"
CWE:1,Location,BADFUNC.BO.GETPASS,Use of getpass,"hierarchyancestor"
CWE:1,Location,BADFUNC.BO.GETS,Use of gets,"hierarchyancestor"
CWE:1,Location,BADFUNC.BO.GETWD,Use of getwd,"hierarchyancestor"
CWE:1,Location,BADFUNC.LONGJMP,Use of longjmp,"hierarchyancestor"
CWE:1,Location,BADFUNC.MEMSET,Use of memset,"hierarchyancestor"
CWE:1,Location,BADFUNC.TEMP.MKSTEMP,Use of mkstemp,"hierarchyancestor"
CWE:1,Location,BADFUNC.TEMP.MKTEMP,Use of mktemp,"hierarchyancestor"
CWE:1,Location,BADFUNC.PATH.POPEN,Use of popen,"hierarchyancestor"
CWE:1,Location,BADFUNC.QSORT,Use of qsort,"hierarchyancestor"
CWE:1,Location,BADFUNC.RANDOM.RAND,Use of rand,"hierarchyancestor"
CWE:1,Location,BADFUNC.RANDOM.RAND48,Use of rand48 Function,"hierarchyancestor"
CWE:1,Location,BADFUNC.RANDOM.RANDOM,Use of random,"hierarchyancestor"
CWE:1,Location,BADFUNC.BO.REALPATH,Use of realpath,"hierarchyancestor"
CWE:1,Location,BADFUNC.BO.RECVMSG,Use of recvmsg,"hierarchyancestor"
CWE:1,Location,BADFUNC.SETJMP,Use of setjmp,"hierarchyancestor"
CWE:1,Location,BADFUNC.SETUID,Use of setuid,"hierarchyancestor"
CWE:1,Location,BADFUNC.SIGNAL,Use of signal,"hierarchyancestor"
CWE:1,Location,BADFUNC.BO.STRCAT,Use of strcat,"hierarchyancestor"
CWE:1,Location,BADFUNC.BO.STRCMP,Use of strcmp,"hierarchyancestor"
CWE:1,Location,BADFUNC.BO.STRCPY,Use of strcpy,"hierarchyancestor"
CWE:1,Location,BADFUNC.BO.STRLEN,Use of strlen,"hierarchyancestor"
CWE:1,Location,BADFUNC.BO.STRTRNS,Use of strtrns,"hierarchyancestor"
CWE:1,Location,BADFUNC.PATH.SYSTEM,Use of system,"hierarchyancestor"
CWE:1,Location,BADFUNC.T_OPEN,Use of t_open,"hierarchyancestor"
CWE:1,Location,BADFUNC.TEMP.TMPFILE,Use of tmpfile,"hierarchyancestor"
CWE:1,Location,BADFUNC.TEMP.TMPNAM,Use of tmpnam,"hierarchyancestor"
CWE:1,Location,BADFUNC.TTYNAME,Use of ttyname,"hierarchyancestor"
CWE:1,Location,BADFUNC.VFORK,Use of vfork,"hierarchyancestor"
CWE:1,Location,LANG.CAST.VARARG,Varargs Function Cast,"hierarchyancestor"
CWE:1,Location,IO.WRITERO,Write to Read Only File,"hierarchyancestor"
CWE:2,Environment,LANG.COMM.CODE,Commented-out Code,"hierarchyancestor"
CWE:2,Environment,IO.TAINT.CONF,Tainted Configuration Setting,"hierarchyancestor"
CWE:2,Environment,BADFUNC.MEMSET,Use of memset,"hierarchyancestor"
CWE:5,"J2EEMisconfiguration:Data TransmissionWithout Encryption",MISC.PWD.PLAIN,Plaintext Storage of Password,"hierarchydescendant"
CWE:5,"J2EEMisconfiguration:Data TransmissionWithout Encryption",IO.TAINT.WRITE,Tainted Write,"hierarchydescendant"
CWE:6,"J2EEMisconfiguration:Insufficient Session-ID Length",BADFUNC.CRYPT,Use of crypt,"hierarchydescendant"
CWE:6,"J2EEMisconfiguration:Insufficient Session-ID Length",BADFUNC.RANDOM.RAND,Use of rand,"hierarchydescendant"
CWE:6,"J2EEMisconfiguration:Insufficient Session-ID Length",BADFUNC.RANDOM.RAND48,Use of rand48 Function,"hierarchydescendant"
CWE:6,"J2EEMisconfiguration:Insufficient Session-ID Length",BADFUNC.RANDOM.RANDOM,Use of random,"hierarchydescendant"
CWE:8,"J2EEMisconfiguration:Entity Bean DeclaredRemote",ALLOC.MO,Misaligned Object,"hierarchydescendant"
CWE:9,"J2EEMisconfiguration:Weak AccessPermissions for EJBMethods",MISC.NULLDACL,Null Security Descriptor,"hierarchydescendant"
CWE:9,"J2EEMisconfiguration:Weak AccessPermissions for EJBMethods",BADFUNC.ADDACCESSACE,Use of AddAccessAllowedAce,"hierarchydescendant"
CWE:9,"J2EEMisconfiguration:Weak AccessPermissions for EJBMethods",BADFUNC.ADDACCESSACE,Use of AddAccessDeniedAce,"hierarchydescendant"
CWE:11,"ASP.NETMisconfiguration:Creating DebugBinary",ALLOC.MO,Misaligned Object,"hierarchydescendant"
CWE:11,"ASP.NETMisconfiguration:Creating DebugBinary",IO.TAINT.WRITE,Tainted Write,"hierarchydescendant"
CWE:13,"ASP.NETMisconfiguration:Password inConfiguration File",ALLOC.MO,Misaligned Object,"hierarchydescendant"
CWE:13,"ASP.NETMisconfiguration:Password inConfiguration File",MISC.NULLDACL,Null Security Descriptor,"hierarchydescendant"
CWE:14,"Compiler Removal ofCode to Clear Buffers",LANG.TYPE.BASIC,Basic Numerical Type Used,"hierarchydescendant"
CWE:14,"Compiler Removal ofCode to Clear Buffers",LANG.PREPROC.CBI,Code Before #include,"hierarchydescendant"
CWE:14,"Compiler Removal ofCode to Clear Buffers",LANG.STRUCT.SE.COND,Condition Contains Side Effects,"hierarchydescendant"
CWE:14,"Compiler Removal ofCode to Clear Buffers",LANG.PREPROC.COND,Conditional Compilation,"hierarchydescendant"
CWE:14,"Compiler Removal ofCode to Clear Buffers",ALLOC.POSTINIT,"Dynamic Allocation AfterInitialization","hierarchydescendant"
CWE:14,"Compiler Removal ofCode to Clear Buffers",LANG.STRUCT.FUNCPTR.CALL,Function Pointer,"hierarchydescendant"
CWE:14,"Compiler Removal ofCode to Clear Buffers","LANG.STRUCT.FUNCPTR.CONVERT",Function Pointer Conversion,"hierarchydescendant"
CWE:14,"Compiler Removal ofCode to Clear Buffers",LANG.FUNCS.TOOLONG,Function Too Long,"hierarchydescendant"
CWE:14,"Compiler Removal ofCode to Clear Buffers",LANG.STRUCT.GOTO,Goto Statement,"hierarchydescendant"
CWE:14,"Compiler Removal ofCode to Clear Buffers",LANG.STRUCT.INIT.ENUM,"Inconsistent EnumeratorInitialization","hierarchydescendant"
CWE:14,"Compiler Removal ofCode to Clear Buffers","CONCURRENCY.LOCK.MISMATCH",Lock/Unlock Mismatch,"hierarchydescendant"
CWE:14,"Compiler Removal ofCode to Clear Buffers",LANG.PREPROC.DEFINFN,Macro Defined in Function Body,"hierarchydescendant"
CWE:14,"Compiler Removal ofCode to Clear Buffers",LANG.PREPROC.MACROEND,Macro Does Not End With } or ),"hierarchydescendant"
CWE:14,"Compiler Removal ofCode to Clear Buffers",LANG.PREPROC.MACROSTART,Macro Does Not Start With { or (,"hierarchydescendant"
CWE:14,"Compiler Removal ofCode to Clear Buffers",LANG.ID.NU.MK,Macro Name is C Keyword,"hierarchydescendant"
CWE:14,"Compiler Removal ofCode to Clear Buffers",LANG.PREPROC.UNDEFINFN,"Macro Undefined in FunctionBody","hierarchydescendant"
CWE:14,"Compiler Removal ofCode to Clear Buffers",LANG.PREPROC.PASTE,Macro Uses ## Operator,"hierarchydescendant"
CWE:14,"Compiler Removal ofCode to Clear Buffers",LANG.PREPROC.ARROW,Macro Uses -> Operator,"hierarchydescendant"
CWE:14,"Compiler Removal ofCode to Clear Buffers",LANG.PREPROC.STAR,Macro Uses Unary * Operator,"hierarchydescendant"
CWE:14,"Compiler Removal ofCode to Clear Buffers",LANG.PREPROC.BRACES,Macro Uses [] Operator,"hierarchydescendant"
CWE:14,"Compiler Removal ofCode to Clear Buffers",LANG.STRUCT.MRS,Missing Return Statement,"hierarchydescendant"
CWE:14,"Compiler Removal ofCode to Clear Buffers",LANG.FUNCS.MRV,Missing Return Value,"hierarchydescendant"
CWE:14,"Compiler Removal ofCode to Clear Buffers",LANG.STRUCT.DECL.ML,Multiple Declarations On Line,"hierarchydescendant"
CWE:14,"Compiler Removal ofCode to Clear Buffers",LANG.STRUCT.DECL.MG,Multiple Declarations of a Global,"hierarchydescendant"
CWE:14,"Compiler Removal ofCode to Clear Buffers",LANG.STRUCT.MULTISTMT,Multiple Statements On Line,"hierarchydescendant"
CWE:14,"Compiler Removal ofCode to Clear Buffers",LANG.ARITH.NEGSHIFT,Negative Shift Amount,"hierarchydescendant"
CWE:14,"Compiler Removal ofCode to Clear Buffers",LANG.PREPROC.NOENDIF,No Matching #endif,"hierarchydescendant"
CWE:14,"Compiler Removal ofCode to Clear Buffers",LANG.PREPROC.NOIF,No Matching #if,"hierarchydescendant"
CWE:14,"Compiler Removal ofCode to Clear Buffers",LANG.ID.ND.EXT,"Non-distinct Identifiers: ExternalNames","hierarchydescendant"
CWE:14,"Compiler Removal ofCode to Clear Buffers",LANG.ID.ND.MM,"Non-distinct Identifiers:Macro/Macro","hierarchydescendant"
CWE:14,"Compiler Removal ofCode to Clear Buffers",LANG.ID.ND.MO,"Non-distinct Identifiers:Macro/Other","hierarchydescendant"
CWE:14,"Compiler Removal ofCode to Clear Buffers",LANG.ID.ND.NEST,"Non-distinct Identifiers: NestedScope","hierarchydescendant"
CWE:14,"Compiler Removal ofCode to Clear Buffers",LANG.ID.ND.SS,"Non-distinct Identifiers: SameScope","hierarchydescendant"
CWE:14,"Compiler Removal ofCode to Clear Buffers",LANG.ID.NU.EXT,"Non-unique Identifiers: ExternalName","hierarchydescendant"
CWE:14,"Compiler Removal ofCode to Clear Buffers",LANG.ID.NU.INT,"Non-unique Identifiers: InternalName","hierarchydescendant"
CWE:14,"Compiler Removal ofCode to Clear Buffers",LANG.ID.NU.TAG,Non-unique Identifiers: Tag,"hierarchydescendant"
CWE:14,"Compiler Removal ofCode to Clear Buffers",LANG.ID.NU.TYPE,Non-unique Identifiers: Typedef,"hierarchydescendant"
CWE:14,"Compiler Removal ofCode to Clear Buffers",BUILD.WALL,Not All Warnings Are Enabled,"hierarchydescendant"
CWE:14,"Compiler Removal ofCode to Clear Buffers",LANG.FUNCS.ASSERTS,Not Enough Assertions,"hierarchydescendant"
CWE:14,"Compiler Removal ofCode to Clear Buffers",LANG.STRUCT.PIT,Pointer Type Inside Typedef,"hierarchydescendant"
CWE:14,"Compiler Removal ofCode to Clear Buffers",LANG.FUNCS.RECURSION,Recursion,"hierarchydescendant"
CWE:14,"Compiler Removal ofCode to Clear Buffers",LANG.PREPROC.RECURSIVE,Recursive Macro,"hierarchydescendant"
CWE:14,"Compiler Removal ofCode to Clear Buffers",LANG.ARITH.BIGSHIFT,Shift Amount Exceeds Bit Width,"hierarchydescendant"
CWE:14,"Compiler Removal ofCode to Clear Buffers","CONCURRENCY.BADFUNC.DELAY",Task Delay Function,"hierarchydescendant"
CWE:14,"Compiler Removal ofCode to Clear Buffers",LANG.FUNCS.TMFP,Too Many Parameters,"hierarchydescendant"
CWE:14,"Compiler Removal ofCode to Clear Buffers",LANG.STRUCT.TMID,"Too Much Indirection inDeclaration","hierarchydescendant"
CWE:14,"Compiler Removal ofCode to Clear Buffers",LANG.PREPROC.UNBALANCED,Unbalanced Parenthesis,"hierarchydescendant"
CWE:14,"Compiler Removal ofCode to Clear Buffers",LANG.MEM.UVAR,Uninitialized Variable,"hierarchydescendant"
CWE:14,"Compiler Removal ofCode to Clear Buffers",LANG.PREPROC.UNDEF,Use of #undef,"hierarchydescendant"
CWE:14,"Compiler Removal ofCode to Clear Buffers",LANG.PREPROC.INCL.SIGNAL_H,Use of <signal.h>,"hierarchydescendant"
CWE:14,"Compiler Removal ofCode to Clear Buffers",BADFUNC.STDIO_H,Use of <stdio.h> Input/Output,"hierarchydescendant"
CWE:14,"Compiler Removal ofCode to Clear Buffers",LANG.PREPROC.INCL.TGMATH_H,Use of <tgmath.h>,"hierarchydescendant"
CWE:14,"Compiler Removal ofCode to Clear Buffers",BADFUNC.TIME_H,"Use of <time.h> Time/DateFunction","hierarchydescendant"
CWE:14,"Compiler Removal ofCode to Clear Buffers",BADFUNC.WCHAR_H,Use of <wchar.h> Input/Output,"hierarchydescendant"
CWE:14,"Compiler Removal ofCode to Clear Buffers",BADFUNC.ABORT,Use of abort,"hierarchydescendant"
CWE:14,"Compiler Removal ofCode to Clear Buffers",BADFUNC.ATOF,Use of atof,"hierarchydescendant"
CWE:14,"Compiler Removal ofCode to Clear Buffers",BADFUNC.ATOI,Use of atoi,"hierarchydescendant"
